,Project_code,Unsuitable,Suitable,Bridge_classification,Crossing,Days_per_year_river_is_flooded,River_crossing_injuries_in_last_3_years,Cell_service_quality,4WD_Accessibility,Bridge_Type,Proposed_Bridge_Location(GPS)(Latitude),Proposed_Bridge_Location(GPS)(Longitude),Height_differential_between_banks,Estimated_span(m)
201,1013736,0.4085601049288598,0.5914398950711403,Standard,none,120.0,3.0,Fair,Never,Suspended,-2.722467,29.511496,10.0,56.0
202,1013737,0.7029855566968706,0.2970144433031294,Standard,none,120.0,0.0,Good,Never,Suspended,-1.65413,30.01517,10.0,37.0
203,1013747,0.5540610271585745,0.4459389728414255,Standard,none,150.0,1.0,Good,Year Round,Suspension,-1.66082,30.05076,10.0,60.0
204,1013761,0.17971824432033187,0.8202817556796681,Standard,none,120.0,1.0,Fair,Year Round,Suspended,-1.7246,29.54478,10.0,75.0
205,1013762,0.10698555405427261,0.8930144459457273,Standard,none,90.0,1.0,unknown,Never,Suspended,-1.8204,30.01401,10.0,47.0
206,1013773,0.023432643798918875,0.9765673562010811,Standard,none,133.0,1.0,Good,Never,Suspended,-2.17593,29.42192,10.0,35.0
207,1013774,0.02272735207224356,0.9772726479277564,Standard,none,111.0,2.0,Nonexistent,Never,Suspended,-2.17507,29.42564,10.0,31.0
208,1013776,0.00869332590011769,0.9913066740998823,Standard,walking through the water,81.0,3.0,Good,Never,Suspended,-2.06165,29.39508,10.0,46.0
209,1013786,0.9936771022601923,0.00632289773980761,Standard,none,65.0,1.0,Nonexistent,Never,Suspension,-2.1484,29.48612,10.0,32.0
210,1013792,0.3024082377969002,0.6975917622030998,Standard,none,365.0,0.0,Good,Never,Suspended,-1.72848,29.76589,10.0,101.0
211,1013805,0.13601069831670273,0.8639893016832972,Standard,none,365.0,3.0,Good,Never,Suspended,-2.7759,29.70875,0.8,40.0
212,1013806,0.177728417073514,0.822271582926486,Standard,none,365.0,10.0,Nonexistent,Never,Suspended,-2.79714,29.69812,1.6,30.0
213,1013873,0.1263173372127393,0.8736826627872606,Standard,none,210.0,5.0,Good,Never,Suspended,-2.09219,29.38608,10.0,70.0
214,1013886,0.3344031663760844,0.6655968336239155,Standard,timber,45.0,2.0,Good,Never,Suspended,-2.221268,29.256019,1.5,38.0
215,1013892,0.022441344021237982,0.977558655978762,Standard,timber,120.0,0.0,Good,Never,Suspended,-2.401998,29.204765,5.5,83.0
216,1013898,0.08094371520192271,0.9190562847980772,Standard,timber,60.0,2.0,Fair,Never,Suspended,-2.353335,29.147336,1.5,58.0
217,1014006,0.18380392877699694,0.8161960712230031,Standard,timber,365.0,6.0,Good,Year Round,Suspension,-1.69435,29.30102,10.0,55.0
218,1014011,0.015982750470412355,0.9840172495295877,Standard,timber,365.0,1.0,Good,Never,Suspended,-2.554196,29.043492,1.5,83.0
219,1014027,0.9260247875286253,0.07397521247137473,Standard,timber,48.0,1.0,Good,Seasonally,Suspended,-2.19859833,29.51245167,2.3,36.4
220,1014038,0.15933937325932931,0.8406606267406708,Standard,none,140.0,5.0,Good,Seasonally,Suspended,-2.246215,29.491565,1.3,74.8
221,1014039,0.3048025844055953,0.6951974155944047,Standard,none,45.0,0.0,Good,Seasonally,Suspended,-2.234305,29.436305,2.5,36.5
222,1014054,0.04153053579308444,0.9584694642069156,Standard,none,182.0,2.0,Fair,Never,Suspension,-2.20151,29.3787,10.0,48.0
223,1014059,0.251406449245267,0.748593550754733,Standard,none,140.0,5.0,Good,Seasonally,Suspension,-2.231883,29.517175,0.5,58.4
224,1014061,0.03405592319552731,0.9659440768044727,Standard,timber,365.0,15.0,Nonexistent,Never,Suspension,-2.26854,29.4563,10.0,60.0
225,1014063,0.10033591788252985,0.8996640821174701,Standard,none,365.0,0.0,Good,Year Round,Suspended,-1.74047,29.37229,10.0,65.0
226,1014064,0.023111617522571983,0.976888382477428,Standard,none,98.0,2.0,Good,Never,Suspension,-2.1809,29.40968,10.0,43.0
227,1014065,0.04206224452656261,0.9579377554734373,Standard,none,365.0,5.0,Good,Never,Suspension,-2.26958,29.42796,10.0,34.0
228,1014066,0.0358955641285274,0.9641044358714727,Standard,none,81.0,1.0,Fair,Never,Suspended,-2.23068,29.38988,10.0,42.0
229,1014067,0.036557781325328456,0.9634422186746716,Standard,timber,189.0,3.0,Good,Never,Suspension,-2.25799,29.41381,10.0,40.0
230,1014068,0.12205045899887712,0.8779495410011229,Standard,none,270.0,2.0,Good,Never,Suspension,-2.14383,29.35221,10.0,40.0
231,1014072,0.19925449505747972,0.8007455049425202,Standard,timber,231.0,5.0,Nonexistent,Seasonally,Suspension,-2.25545,29.47791,10.0,31.0
232,1014076,0.03602586571307819,0.9639741342869218,Standard,timber,118.0,2.0,Nonexistent,Never,Suspension,-2.26182,29.37822,10.0,40.0
233,1014083,0.41892186648957674,0.5810781335104233,Standard,timber,50.0,0.0,Nonexistent,Seasonally,Suspended,-2.24481167,29.44779833,0.2,36.0
234,1014091,0.014375896876101517,0.9856241031238985,Standard,none,365.0,1.0,Good,Never,Suspension,-2.72777,29.03227,10.0,74.0
235,1014094,0.014591908723273175,0.9854080912767269,Standard,none,365.0,3.0,Good,Year Round,Suspension,-2.70183,29.03029,10.0,61.0
236,1014095,0.014621787197122111,0.985378212802878,Standard,none,36.0,0.0,Good,Year Round,Suspension,-2.63441,29.01131,10.0,54.0
237,1014099,0.014476342009242213,0.9855236579907578,Standard,timber,36.0,0.0,Good,Never,Suspended,-2.58878,29.09516,10.0,66.0
238,1014104,0.01572989732062175,0.9842701026793782,Standard,timber,365.0,2.0,Nonexistent,Never,Suspended,-2.58744,29.10611,1.4,52.0
239,1014119,0.0514387581652476,0.9485612418347523,Standard,timber,120.0,1.0,Good,Seasonally,Suspended,-2.37608,29.16455,10.0,65.0
240,1014129,0.2461296312480357,0.7538703687519643,Standard,timber,150.0,3.0,Good,Never,Suspended,-2.61265,29.50877,10.0,50.0
241,1014134,0.1497892363449466,0.8502107636550534,Standard,timber,60.0,2.0,Good,Never,Suspended,-2.37845,29.1393,10.0,56.5
242,1014138,0.0615444046137288,0.9384555953862712,Standard,timber,43.0,1.0,Good,Seasonally,Suspended,-2.33616,29.1422,10.0,86.0
243,1014149,0.16638299175621585,0.833617008243784,Standard,none,90.0,0.0,unknown,Never,Suspended,-2.71276,29.46918,10.0,45.0
244,1014150,0.2721718189063253,0.7278281810936748,Standard,none,120.0,0.0,unknown,Never,Suspended,-2.6999,29.49195,10.0,64.0
245,1014152,0.3350078327489777,0.6649921672510223,Standard,unknown,110.0,0.0,Good,Never,Suspension,-2.60126,29.52739,10.0,41.0
246,1014158,0.4259060570203298,0.5740939429796702,Standard,timber,46.0,1.0,unknown,Never,Suspended,-2.74006,29.67281,10.0,75.0
248,1014283,0.014848561846887234,0.9851514381531128,Standard,none,89.0,3.0,Good,Never,Suspension,-2.0851,29.80891,10.0,55.0
249,1014290,0.03359482568477646,0.9664051743152235,Standard,none,365.0,0.0,Good,Never,Suspended,-2.06667,29.87094,10.0,87.0
250,1014292,0.03150476258606362,0.9684952374139364,Standard,none,46.0,0.0,Good,Never,Suspended,-2.10672,29.86075,10.0,120.0
251,1014293,0.009722113845643393,0.9902778861543566,Standard,none,365.0,1.0,Good,Seasonally,Suspension,-2.10933,29.84766,10.0,66.0
252,1014310,0.5693441079059812,0.4306558920940188,Standard,boat,365.0,0.0,unknown,unknown,Suspension,-1.873616,29.852021,0.7,120.0
253,1014312,0.6897758866448632,0.3102241133551368,Standard,none,70.0,2.0,Good,Never,Suspension,-2.041621,29.930816,0.2,35.0
254,1014318,0.3498114228415855,0.6501885771584145,Standard,none,365.0,0.0,Fair,Never,Suspended,-1.870868,29.877686,2.5,50.0
255,1014322,0.14359789394828373,0.8564021060517162,Standard,none,60.0,0.0,Good,Never,Suspended,-1.934919,29.819397,1.1,47.0
256,1014330,0.43267084120608396,0.567329158793916,Standard,none,365.0,5.0,Good,Never,Suspended,-1.937733,29.9489,1.1,46.0
257,1014335,0.3032197974670839,0.6967802025329162,Standard,none,70.0,1.0,Good,Never,Suspended,-1.926209,29.8142,2.1,70.0
258,1014374,0.17462617363313365,0.8253738263668663,Standard,none,140.0,3.0,Good,Seasonally,Suspended,-2.136568,29.5995,0.5,98.4
259,1014375,0.3675570886160762,0.6324429113839238,Standard,none,105.0,1.0,Fair,Seasonally,Suspension,-2.155625,29.5944,0.5,35.4
260,1014376,0.6286847035328165,0.3713152964671836,Standard,timber,45.0,0.0,Fair,Seasonally,Suspended,-2.162912,29.574572,0.0,45.4
261,1014406,0.9998544948726217,0.00014550512737842404,Standard,timber,120.0,10.0,Good,Year Round,Suspension,-1.206567,30.347849,10.0,75.0
262,1014554,0.6457688093654974,0.35423119063450265,Standard,boat,365.0,1.0,Good,Seasonally,Suspension,-2.19809,30.32175,10.0,100.0
263,1014555,0.6468359139474976,0.3531640860525024,Standard,boat,365.0,2.0,Good,Seasonally,Suspension,-2.20515,30.28804,10.0,70.0
264,1014556,0.6468359139474976,0.3531640860525024,Standard,boat,365.0,3.0,Good,Seasonally,Suspension,-2.2041,30.30697,10.0,75.0
267,1022230,0.01505411974416489,0.9849458802558351,unknown,none,46.0,0.0,unknown,unknown,unknown,-1.971735,29.792433,10.0,44.0
268,1022231,0.008117919950265142,0.9918820800497349,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-1.976608,29.782109,10.0,44.0
269,1022387,0.8431683691647228,0.15683163083527726,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-1.957537,30.151651,10.0,44.0
270,1022388,0.8431683691647228,0.15683163083527726,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-1.951633,30.146159,10.0,44.0
271,1023609,0.045284041163524136,0.9547159588364759,Requires additional engineering,vehicular bridge in 400 m,46.0,0.0,unknown,unknown,Suspended,-1.827983,29.667964,10.0,44.0
272,1007380,0.035034983337196,0.964965016662804,Standard,none,60.0,0.0,Good,Never,Suspension,-2.66052,29.74644,0.2,36.0
273,1007425,0.2073167524054214,0.7926832475945786,Standard,timber,1.0,0.0,Fair,Never,Suspended,-1.82487,29.61382,10.0,55.0
274,1007651,0.015215816659135259,0.9847841833408647,Standard,none,20.0,1.0,Good,Year Round,Suspended,-1.72053,30.08124,10.0,96.0
275,1013215,0.010231082080677398,0.9897689179193226,Standard,timber,56.0,0.0,Good,Seasonally,Suspended,-2.5265,29.510023,0.4,73.4
276,1013339,0.4580307601982339,0.5419692398017661,Standard,timber,90.0,3.0,Good,Year Round,Suspension,-2.40231,29.71602,0.6,30.0
277,1013459,0.08512553648226003,0.9148744635177399,Standard,none,85.0,7.0,Fair,Never,Suspension,-1.96038,29.54036,10.0,60.0
278,1013460,0.16670967471998727,0.8332903252800127,Standard,timber,78.0,8.0,Fair,Never,Suspended,-1.95373,29.54198,10.0,35.0
279,1013568,0.056685966119969025,0.943314033880031,Standard,timber,50.0,2.0,Good,Never,Suspension,-2.279466,29.199971,2.3,53.0
280,1013692,0.28819450479184444,0.7118054952081555,Standard,timber,12.0,2.0,Good,Never,Suspended,-2.326002,29.165331,0.7,57.0
281,1013777,0.008693325900117692,0.9913066740998823,Standard,"none ,",76.0,3.0,Good,Never,Suspension,-2.06358,29.39742,10.0,38.0
282,1013867,0.2289714139699388,0.7710285860300612,Standard,none,158.0,5.0,Good,Never,Suspension,-2.13838,29.33504,10.0,60.0
283,1013894,0.028005622232573725,0.9719943777674264,Standard,none,120.0,0.0,Good,Never,Suspended,-2.360876,29.157374,0.9,90.0
284,1013895,0.07277277397538713,0.9272272260246128,Standard,timber,60.0,1.0,Good,Never,Suspension,-2.343073,29.140422,0.1,60.0
285,1013899,0.011127239988336464,0.9888727600116635,Standard,timber,30.0,0.0,Good,Never,Suspended,-2.407594,29.163424,1.3,60.0
286,1014052,0.030612423126610364,0.9693875768733896,Standard,no crossing method,154.0,5.0,Good,Never,Suspended,-2.18836,29.37793,10.0,34.0
287,1014269,0.2311721038006881,0.7688278961993119,Standard,timber,120.0,0.0,Good,Never,Suspension,-1.89484,29.99693,10.0,45.0
288,1022905,0.05899155054164009,0.9410084494583598,Standard,timber,30.0,0.0,unknown,unknown,Suspended,-1.801579,29.645831,10.0,44.0
289,1024587,0.1461475271301987,0.8538524728698013,unknown,walk through the water,90.0,6.0,unknown,unknown,unknown,-2.479682,29.660946,10.0,44.0
290,1007327,0.5762195863943266,0.4237804136056735,unknown,boat,360.0,0.0,Fair,Seasonally,unknown,-2.072628,30.204381,10.0,44.0
291,1007328,0.004351514653244765,0.9956484853467552,Outside of current engineering scope,boat,360.0,0.0,Fair,Seasonally,Suspension,-2.062615,29.67597263,10.0,44.0
292,1007329,0.9978749210495506,0.0021250789504494356,Outside of current engineering scope,boat,360.0,0.0,Fair,Seasonally,Suspension,-2.028061,30.173231,10.0,2500.0
293,1007330,0.004351514653244765,0.9956484853467552,Outside of current engineering scope,boat,360.0,0.0,Fair,Seasonally,unknown,-2.062615,29.67597263,10.0,44.0
294,1007331,0.7972609721983192,0.20273902780168088,Outside of current engineering scope,unknown,120.0,3.0,Good,Seasonally,Suspension,-2.095311,30.245678,10.0,500.0
295,1007332,0.6336955908683565,0.3663044091316435,Standard,timber,196.0,3.0,Good,Never,Suspension,-1.377,29.80729,10.0,34.0
296,1007334,0.5718371001066737,0.42816289989332634,Standard,timber,60.0,1.0,Fair,Year Round,Other,-1.39214,29.81063,10.0,30.0
297,1007335,0.2960937328481617,0.7039062671518383,Standard,timber,0.0,0.0,Fair,Year Round,Other,-1.38223,29.77727,10.0,7.0
298,1007336,0.9884409862601214,0.011559013739878539,Outside of current engineering scope,timber,126.0,0.0,Good,Never,Suspension,-1.48563,29.88871,10.0,44.0
299,1007338,0.27697873165988335,0.7230212683401166,Standard,timber,36.0,0.0,Good,Never,Suspended,-1.6905555556,29.8166666667,10.0,72.0
300,1007339,0.22985020849857024,0.7701497915014298,Standard,timber,0.0,0.0,Fair,Never,Suspended,-1.6983333333,29.7986111111,10.0,82.1
301,1007343,0.041289153660109226,0.9587108463398908,Standard,nowhere,28.0,0.0,Fair,Year Round,Suspension,-1.603205,29.719441,10.0,33.0
302,1007344,0.2084598844904626,0.7915401155095374,Standard,timber,3.0,0.0,Fair,Year Round,Suspended,-1.6947222222,29.7977777778,10.0,56.0
303,1007345,0.11075080247710652,0.8892491975228934,Standard,timber,12.0,3.0,Good,Never,Suspension,-1.6238888889,29.7116666667,10.0,47.0
304,1007348,0.08392354035537854,0.9160764596446215,Standard,timber,6.0,1.0,Good,Year Round,Suspension,-1.688888888,29.668055555,10.0,38.0
305,1007349,0.11870864545864265,0.8812913545413573,Standard,timber,8.0,4.0,Fair,Seasonally,Suspension,-1.623611111,29.7030555556,10.0,80.0
306,1007350,0.10086763064771256,0.8991323693522875,Standard,timber,0.0,0.0,Good,Year Round,Suspended,-1.7041666667,29.8466666667,10.0,47.4
307,1007352,0.1970430525226527,0.8029569474773472,Standard,none,31.0,0.0,Good,Never,Suspended,-1.699722222,29.6966666667,10.0,95.0
308,1007354,0.0725283383092541,0.9274716616907458,Standard,timber,28.0,0.0,Fair,Year Round,Suspension,-1.6025,29.70666,10.0,53.0
309,1007356,0.4452469470775297,0.5547530529224703,Standard,none,36.0,0.0,Fair,Year Round,Suspension,-1.639722,29.784722,10.0,57.5
310,1007357,0.019303749530089967,0.98069625046991,Standard,timber,36.0,0.0,Good,Year Round,Suspension,-1.619444444,29.633333333,10.0,52.5
311,1007360,0.4391701220188092,0.5608298779811908,Standard,timber,8.0,0.0,Good,Year Round,Suspended,-1.627777777,29.840555555,10.0,83.5
312,1007364,0.9998584800243435,0.0001415199756564211,Standard,timber,16.0,1.0,Good,Year Round,Suspension,-1.47241,29.99602,10.0,50.4
313,1007366,0.9998584800243435,0.00014151997565642116,Standard,none,0.0,0.0,Good,Year Round,Suspension,-1.46707,29.99598,10.0,54.4
314,1007368,0.9964647886504198,0.003535211349580253,Standard,none,60.0,0.0,Fair,Year Round,Suspension,-1.59132,30.01386,56.0,55.0
315,1007370,0.030996496054116425,0.9690035039458836,Standard,none,16.0,2.0,Good,Seasonally,Suspension,-1.72859,30.07666,10.0,59.0
316,1007372,0.9998169444636148,0.00018305553638523368,Requires additional engineering,timber,30.0,0.0,Good,Year Round,Suspended,-1.48547,29.99506,10.0,44.0
317,1007376,0.6237946848830547,0.3762053151169454,unknown,unknown,46.0,0.0,Fair,Never,unknown,-2.62627,30.6261,10.0,44.0
318,1007377,0.18234178827523634,0.8176582117247636,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-2.63101,29.63617,0.0,36.0
319,1007378,0.18234178827523634,0.8176582117247637,Standard,timber,28.0,0.0,Good,Year Round,Suspension,-2.60378,29.66448,0.6,30.0
320,1007379,0.6237946848830547,0.3762053151169454,Standard,timber,30.0,0.0,Good,Year Round,Suspension,-2.62437,30.64553,0.0,30.0
321,1007381,0.06531812296926084,0.9346818770307391,Standard,timber,120.0,0.0,Good,Year Round,Suspension,-2.68664,29.75706,0.8,39.0
322,1007383,0.02738754053936323,0.9726124594606367,Standard,timber,120.0,1.0,Fair,Seasonally,Suspension,-1.971072,29.838172,10.0,44.0
323,1007384,0.0033383860419231456,0.9966616139580768,Standard,timber,120.0,0.0,Fair,Seasonally,Suspension,-2.062615,29.67597263,0.1,8.0
324,1007388,0.8884329877275029,0.11156701227249713,Standard,timber,205.0,4.0,Good,Seasonally,Suspended,-2.14375,29.5181389,10.0,32.0
325,1007389,0.2133685946093253,0.7866314053906747,Standard,timber,39.0,1.0,Good,Seasonally,Suspended,-2.207465,29.4401,0.7,32.4
326,1007390,0.09199794596790302,0.908002054032097,Standard,none,220.0,0.0,Good,Never,Suspended,-2.16372,29.35439,10.0,33.0
327,1007392,0.9681437542172766,0.03185624578272345,Standard,timber,75.0,2.0,Good,Seasonally,Suspension,-2.14811,29.52184,10.0,30.0
328,1007393,0.48335733691755783,0.5166426630824421,Standard,timber,96.0,0.0,Good,Year Round,Suspension,-1.90503,30.60191,10.0,42.0
329,1007394,0.8366487308118737,0.16335126918812617,Standard,timber,46.0,0.0,Good,Year Round,Suspended,-1.97849,30.58137,10.0,44.0
330,1007395,0.5629560013138646,0.43704399868613547,Standard,timber,96.0,0.0,Good,Year Round,Suspension,-1.92998,30.60766,10.0,31.0
331,1007396,0.7522911035438764,0.24770889645612354,Standard,timber,64.0,0.0,Good,Year Round,Suspended,-1.96784,30.58284,10.0,31.0
332,1007397,0.5826496746478667,0.4173503253521333,Standard,timber,51.0,0.0,Fair,Never,Suspension,-1.8106111,29.7573333,10.0,38.0
333,1007398,0.06859740340326033,0.9314025965967396,Standard,timber,0.0,0.0,Good,Seasonally,Suspension,-1.9643,29.76213,10.0,40.0
334,1007399,0.5826496746478667,0.4173503253521333,Standard,timber,65.0,2.0,Fair,Never,Suspension,-1.81295875,29.77787873,10.0,35.0
335,1007401,0.35011793671834857,0.6498820632816515,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-1.9014444,29.7639167,10.0,44.0
336,1007402,0.002177487869848871,0.997822512130151,Standard,timber,0.0,0.0,Fair,Seasonally,Suspension,-2.14494,29.77813,10.0,60.0
338,1007404,0.2815592891580209,0.7184407108419791,Standard,boat,60.0,0.0,Good,Never,Suspension,-1.750277,29.745,10.0,171.0
341,1007414,0.6423716411940198,0.35762835880598015,unknown,unknown,46.0,0.0,unknown,Seasonally,unknown,-2.253768,30.378498,10.0,44.0
342,1007415,0.6417420931285541,0.358257906871446,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.228352,30.335798,10.0,44.0
343,1007416,0.6428670612999313,0.3571329387000686,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.274806,30.43525,10.0,44.0
344,1007417,0.6457688093654973,0.35423119063450265,Standard,boat,365.0,1.0,Good,Seasonally,Suspension,-2.16867,30.26261,10.0,80.0
345,1007419,0.0712018223958537,0.9287981776041463,Standard,unknown,46.0,0.0,unknown,Never,Suspended,-1.82084,29.54068,10.0,45.0
346,1007420,0.24581132149304263,0.7541886785069574,Standard,timber,88.0,2.0,Nonexistent,Never,Suspension,-1.91351,29.57821,10.0,50.0
347,1007422,0.6113711376220808,0.3886288623779192,Standard,timber,0.0,0.0,Good,Year Round,Suspended,-1.93935456,29.63153625,10.0,66.0
348,1007427,0.2554100451267552,0.7445899548732449,Standard,timber,2.0,3.0,Fair,Never,Suspended,-1.82273,29.58247,10.0,30.0
349,1007428,0.21050373059937952,0.7894962694006206,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-1.929636,29.799125,10.0,44.0
350,1007429,0.06018436856389494,0.9398156314361051,Requires additional engineering,timber,102.0,0.0,Nonexistent,Never,Suspension,-1.9264167,29.5062222,10.0,46.0
351,1007430,0.8101666185793204,0.1898333814206796,Standard,timber,2.0,0.0,Fair,Never,Suspended,-1.92789109,29.63116618,10.0,32.0
352,1007431,0.07482907694474532,0.9251709230552547,unknown,unknown,46.0,0.0,Fair,Seasonally,unknown,-1.8153056,29.578056,10.0,44.0
353,1007432,0.5994901647667369,0.4005098352332631,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-1.85795617,29.62374517,10.0,30.0
354,1007433,0.8101666185793204,0.18983338142067963,Standard,unknown,46.0,0.0,unknown,unknown,Suspension,-1.9307222,29.6403611,10.0,31.0
355,1007437,0.08950378498960654,0.9104962150103935,unknown,unknown,46.0,0.0,Good,Year Round,unknown,-1.6695278,29.5934722,10.0,44.0
356,1007441,0.29929868412992405,0.700701315870076,Standard,timber,6.0,0.0,Good,Year Round,Suspended,-1.6911944,29.5574167,10.0,44.0
