,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1014345,1013626,1013625,1012809,1007556,1007680,1013788,1013290,1013691,1014345,1014121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014346,1014346,1007553,1013885,1014333,1013275,1007579,1013339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014347,1007325,1013418,1007583,1013868,1007349,1013790,1013793,1014347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014348,1010428,1007604,1014353,1014348,1014354,1014045,1013780,1014041,1014005,1013320,1014366,1014365,1014426,1014239,1014360,1014043,1014364,1014358,1014362,1007606,1014058,1014355,1014379,1013779,1007600,1014044,1014361,1014370,1014570,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014349,1014541,1014349,1013693,1013834,1009313,1014031,1012811,1007422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014350,1014350,1007604,1014431,1014353,1014474,1014434,1013780,1010576,1014491,1014428,1013320,1014426,1014472,1014360,1014043,1013019,1014363,1014793,1010409,1013837,1013779,1007600,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014351,1014351,1014378,1013830,1014359,1013706,1014357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014352,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014425,1007629,1014556,1007417,1014427,1007414,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,,
1014353,1014350,1010428,1007604,1014353,1014348,1014354,1013780,1014041,1010576,1013320,1014366,1014426,1014239,1014360,1014043,1014364,1014358,1010409,1007606,1014355,1013779,1007600,1014044,1014361,1014370,1014570,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014354,1010428,1007604,1014353,1014348,1014354,1014045,1013780,1014041,1013320,1014366,1014426,1014239,1014360,1014043,1014364,1014358,1014362,1007606,1014058,1014355,1013779,1007600,1014044,1014361,1014370,1014570,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014355,1010428,1007604,1014353,1014348,1014354,1014045,1013780,1014041,1013320,1014366,1014426,1014239,1014360,1014043,1014364,1014358,1014362,1007606,1014058,1014355,1013779,1007600,1014044,1014361,1014370,1014570,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014356,1010428,1014353,1014348,1014354,1014045,1014359,1013706,1014041,1014005,1013320,1014366,1014365,1014239,1014360,1014043,1014364,1014358,1014362,1007606,1014058,1014355,1014379,1014044,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014357,1007449,1014351,1014378,1013830,1013835,1014357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014358,1010428,1014353,1014348,1014354,1014045,1014359,1013706,1014041,1014005,1013320,1014366,1014365,1014239,1014360,1014043,1014364,1014358,1014362,1007606,1014058,1014355,1014379,1014044,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014359,1014005,1014351,1014379,1014358,1014362,1014378,1013830,1014045,1014365,1014058,1014359,1013706,1014041,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014360,1014350,1010428,1007604,1014353,1014348,1014354,1013780,1014041,1010576,1013320,1014366,1014426,1014239,1014360,1014043,1014364,1014358,1010409,1007606,1014355,1013779,1007600,1014044,1014361,1014370,1014570,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014361,1014350,1007604,1014353,1014348,1014354,1014434,1013780,1010576,1013320,1014426,1014239,1014360,1014043,1014793,1010409,1013837,1007606,1014355,1013779,1007600,1014044,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014362,1010428,1014356,1014364,1014005,1014379,1014348,1014358,1014362,1014044,1014354,1014045,1007606,1014365,1014366,1014058,1014359,1013706,1014239,1014041,1014355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014363,1014350,1014431,1014474,1014422,1014435,1014434,1014554,1010576,1014491,1014421,1014300,1014428,1014509,1014426,1014472,1014430,1014429,1014555,1013019,1014363,1007417,1014556,1014425,1014793,1010409,1013837,1014388,1014367,1014433,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014364,1010428,1014353,1014348,1014354,1014045,1013780,1014041,1014005,1013320,1014366,1014365,1014239,1014360,1014043,1014364,1014358,1014362,1007606,1014058,1014355,1014379,1013779,1014044,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014365,1010428,1014364,1014005,1014379,1014348,1014358,1014362,1014044,1014045,1014366,1014365,1014058,1014359,1013706,1014239,1014041,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014366,1010428,1014353,1014348,1014354,1014045,1013780,1014041,1014005,1013320,1014366,1014365,1014239,1014360,1014043,1014364,1014358,1014362,1007606,1014058,1014355,1014379,1013779,1014044,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014367,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,
1014368,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014425,1007629,1014556,1007417,1014427,1007414,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,,
1014369,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014425,1007629,1014556,1007417,1014427,1007414,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,,
1014370,1014350,1007604,1014353,1014348,1014354,1014434,1013780,1010576,1013320,1014426,1014239,1014360,1014043,1014793,1010409,1013837,1007606,1014355,1013779,1007600,1014044,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014371,1014350,1007604,1014431,1014474,1014422,1014434,1013780,1010576,1014491,1014421,1014428,1014426,1014472,1013019,1014363,1014425,1014793,1010409,1013837,1014433,1013779,1007600,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014373,1013687,1013504,1013502,1014134,1013884,1014328,1024587,1013336,1013283,1013882,1014373,1013795,1013331,1014325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014377,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014425,1007629,1014556,1007417,1014427,1007414,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,,
1014378,1007449,1014351,1014378,1013830,1014359,1013706,1014357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014379,1010428,1014364,1014005,1014379,1014348,1014358,1014362,1014044,1014045,1014366,1014365,1014058,1014359,1013706,1014239,1014041,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014380,1014312,1014380,1014468,1013839,1014565,1014042,1007603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014381,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014425,1007629,1014556,1007417,1014427,1007414,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,,
1014382,1014485,1014464,1014479,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014421,1014300,1014381,1014561,1014483,1014509,1014408,1014490,1014495,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1014427,1014425,1007629,1014556,1007417,1014470,1007414,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,1014465,,,,,,,
1014383,1014485,1014464,1014479,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014421,1014300,1014381,1014561,1014483,1014509,1014408,1014490,1014495,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1014427,1014425,1007629,1014556,1007417,1014470,1007414,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,1014465,,,,,,,
1014384,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014425,1007629,1014556,1007417,1014427,1007414,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,,
1014385,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014425,1007629,1014556,1007417,1014427,1007414,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,,
1014387,1014391,1014415,1009705,1014387,1014397,1014400,1014398,1014399,1014568,1014401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014388,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,
1014389,1014389,1014418,1010575,1010573,1010581,1009714,1009715,1014409,1014390,1014419,1010572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014390,1014389,1014418,1010575,1010573,1009714,1014409,1014390,1014401,1014398,1010572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014391,1014391,1014415,1009705,1014387,1014397,1014400,1014399,1014568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014392,1013709,1014416,1014392,1009713,1014396,1014246,1010577,1007372,1014245,1014394,1014792,1009711,1014395,1009716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014393,1013709,1014393,1009713,1014253,1014246,1014417,1010577,1007372,1007459,1014419,1007460,1009702,1009711,1009703,1009716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014394,1013709,1014416,1014392,1009713,1014253,1014396,1014246,1010577,1007372,1014245,1014394,1014792,1009711,1014395,1009716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014395,1013709,1014416,1014392,1014396,1010577,1007372,1014394,1014792,1014395,1009716,1014245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014396,1013709,1014416,1014392,1009713,1014396,1014246,1010577,1007372,1014245,1014394,1014792,1009711,1014395,1009716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014397,1014391,1014415,1009705,1014387,1014397,1014400,1014398,1014399,1014568,1014401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014398,1014418,1014409,1014390,1014387,1014397,1014400,1014398,1014399,1014401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014399,1014391,1014415,1014387,1014397,1014400,1014398,1014399,1014568,1014401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014400,1014391,1014415,1014387,1014397,1014400,1014398,1014399,1014568,1014401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014401,1014418,1014409,1014390,1014387,1014397,1014400,1014398,1014399,1014401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014402,1014404,1014406,1007458,1014405,1007366,1007364,1014403,1014402,1007454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014403,1014404,1014406,1007458,1014405,1007366,1007364,1014403,1014402,1007454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014404,1014404,1014406,1007455,1014403,1014402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014405,1007458,1014405,1007366,1007364,1014403,1014402,1007454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014407,1014407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014408,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014425,1007629,1014556,1007417,1014427,1007414,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,,
1014409,1014389,1014418,1010575,1009714,1014409,1014390,1014401,1014398,1010572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014410,1014420,1009710,1014119,1014533,1014413,1014604,1013547,1010847,1014414,1007594,1014602,1007545,1013541,1014410,1014532,1014411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014411,1014420,1009710,1014119,1014533,1014413,1014604,1013547,1010847,1014414,1007594,1014602,1007545,1013541,1014410,1014532,1014411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014412,1009710,1013629,1014604,1013547,1011314,1013832,1013833,1014412,1007545,1013541,1014602,1013759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014413,1014420,1009710,1014119,1014533,1014413,1014604,1013547,1010847,1014414,1007594,1014602,1007545,1013541,1014410,1014532,1014411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014414,1014420,1009710,1014119,1014533,1014413,1014604,1013547,1010847,1014414,1007594,1014602,1007545,1013541,1014410,1014532,1014411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014415,1014391,1014415,1009705,1014387,1014397,1014400,1014399,1014568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014416,1013709,1014416,1014392,1009713,1014253,1014396,1014246,1010577,1007372,1014245,1014394,1014792,1009711,1014395,1009716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014417,1014393,1009713,1014253,1010581,1014417,1009715,1007459,1007460,1009702,1014419,1009703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014418,1014389,1014418,1010575,1010573,1009714,1014409,1014390,1014401,1014398,1010572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014419,1014389,1014393,1010573,1010581,1014417,1009715,1007459,1007460,1009702,1014419,1009703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014420,1014420,1009710,1014119,1014533,1014413,1014604,1013547,1010847,1014414,1007594,1014602,1007545,1013541,1014410,1014532,1014411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014421,1014485,1014431,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014434,1014554,1014484,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014793,1013837,1014368,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014371,1014494,1014469,,,,,
1014422,1014485,1014431,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014434,1014554,1014484,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014793,1013837,1014368,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014371,1014494,1014469,,,,,
1014423,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014425,1007629,1014556,1007417,1014427,1007414,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,,
1014424,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014425,1007629,1014556,1007417,1014427,1007414,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,,
1014425,1014485,1014431,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014434,1014554,1014484,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014793,1013837,1014368,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014371,1014494,1014469,,,,,
1014426,1014350,1007604,1014431,1014353,1014348,1014354,1014434,1013780,1010576,1013320,1014426,1014239,1014360,1014043,1014363,1014793,1010409,1013837,1007606,1014355,1013779,1007600,1014044,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014427,1014485,1014464,1014479,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014421,1014300,1014381,1014561,1014483,1014509,1014408,1014490,1014495,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1014427,1014425,1007629,1014556,1007417,1014470,1007414,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,1014465,,,,,,,
1014428,1014350,1014485,1014431,1014474,1014422,1014377,1014435,1014486,1014434,1014554,1014484,1010576,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014472,1014430,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1014470,1014793,1010409,1013837,1014368,1014388,1014385,1014367,1014369,1007622,1014433,1014424,1014492,1014432,1014371,1014494,1014469,,,,,,,,,,,,
1014429,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,
1014430,1014485,1014464,1014479,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,
1014431,1014350,1014431,1014474,1014422,1014435,1014434,1010576,1014491,1014421,1014300,1014428,1014509,1014426,1014472,1014555,1013019,1014363,1014425,1014556,1014793,1010409,1013837,1014433,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014432,1014350,1007604,1014431,1014474,1014434,1013780,1010576,1014491,1014428,1013320,1014426,1014472,1013019,1014363,1014793,1010409,1013837,1013779,1007600,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014433,1014485,1014431,1014474,1014487,1014422,1014377,1014435,1014486,1014382,1014434,1014554,1014484,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014793,1014368,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014371,1014494,1014469,,,,,,
1014434,1014350,1014431,1014474,1014422,1014435,1014434,1010576,1014491,1014421,1014428,1014509,1014426,1014472,1014555,1013019,1014363,1014425,1014556,1014793,1010409,1013837,1014433,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014435,1014485,1014464,1014431,1014474,1014479,1014487,1014422,1014377,1014435,1014486,1014382,1014434,1014554,1014484,1014481,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014490,1014495,1014472,1007415,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1007414,1014427,1014470,1014368,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014433,1014424,1007532,1014492,1014493,1014494,1014469,,,
1014436,1014257,1014500,1014437,1013838,1014242,1014506,1014550,1014507,1014262,1014256,1014259,1014442,1014436,1014503,1014238,1014566,1014505,1014254,1007394,1014502,1014261,1014443,1014444,1014551,1014271,1014553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014437,1014257,1014500,1014437,1013838,1014242,1014506,1014550,1014507,1014262,1014256,1014259,1014442,1014436,1014503,1014238,1014566,1014505,1014254,1007394,1014502,1014261,1014443,1014444,1014551,1014271,1014553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014438,1013287,1013288,1010405,1014438,1007652,1013576,1013226,1007653,1007345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014439,1007388,1014439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014440,1014287,1014313,1014440,1007331,1013621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014441,1013707,1013378,1013466,1013663,1013381,1014288,1014441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014442,1014257,1014500,1014437,1013838,1014242,1014506,1014550,1014507,1014262,1014256,1014259,1014442,1014436,1014503,1014238,1014566,1014505,1014254,1007394,1014502,1014261,1014443,1014444,1014551,1014271,1014553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014443,1014257,1014500,1014437,1013838,1014242,1014506,1014550,1014507,1014262,1014256,1014259,1014442,1014436,1014503,1014238,1014566,1014505,1014254,1007394,1014502,1014261,1014443,1014444,1014551,1014271,1014553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014444,1014257,1014500,1014437,1013838,1014242,1014506,1014550,1014507,1014262,1014256,1014259,1014442,1014436,1014503,1014238,1014566,1014505,1014254,1007394,1014502,1014261,1014443,1014444,1014551,1014271,1014553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014445,1007628,1007392,1014445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014446,1014446,1014339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014447,1014447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014448,1012547,1007347,1014448,1013731,1013880,1013751,1007617,1013425,1010427,1012984,1007536,1013500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
