,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1010404,1013764,1007398,1010404,1014071,1013684,1009554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010405,1013288,1010405,1011331,1013746,1014438,1013732,1007652,1013576,1014614,1014321,1013226,1007653,1013577,1007345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010406,1013754,1010406,1014296,1013727,1013453,1007496,1013024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010409,1014350,1007604,1014431,1014353,1014474,1014434,1013780,1010576,1014491,1014428,1013320,1014426,1014472,1014360,1014043,1013019,1014363,1014793,1010409,1013837,1013779,1007600,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010411,1007487,1010411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010423,1012948,1010423,1009445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010428,1010428,1014353,1014348,1014354,1014045,1013706,1013780,1014041,1014005,1013320,1014366,1014365,1014239,1014360,1014043,1014364,1014358,1014362,1007606,1014058,1014355,1014379,1013779,1014044,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010572,1014389,1014418,1010575,1010573,1010581,1009714,1009715,1014409,1014390,1010572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010573,1014389,1014418,1010575,1010573,1010581,1009714,1009715,1014390,1014419,1010572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010574,1014314,1013472,1010574,1014272,1009064,1013666,1013670,1007356,1007360,1013667,1007473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010575,1014389,1014418,1010575,1010573,1010581,1009714,1009715,1014409,1014390,1010572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010576,1014350,1007604,1014431,1014353,1014474,1014434,1013780,1010576,1014491,1014428,1013320,1014426,1014472,1014360,1014043,1013019,1014363,1014793,1010409,1013837,1013779,1007600,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010577,1013709,1014393,1014392,1009713,1014416,1014253,1014396,1014246,1010577,1007372,1014245,1014394,1009702,1014792,1009711,1014395,1009703,1009716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010578,1014605,1010578,1013714,1009296,1007344,1007428,1014612,1014273,1007425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010579,1007378,1007377,1014336,1013787,1007468,1013761,1014006,1013332,1013510,1014319,1014331,1010579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010580,1010580,1013747,1009071,1014289,1007453,1007340,1013272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010581,1014389,1010575,1010573,1010581,1014417,1009714,1009715,1007459,1007460,1014419,1010572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010583,1013867,1014269,1007515,1007339,1010583,1007899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010839,1013316,1010839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010842,1013003,1013004,1013553,1007898,1009280,1007584,1010842,1013010,1013628,1009553,1013330,1014334,1014332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010843,1013746,1011331,1013454,1013750,1013797,1013732,1012981,1013284,1010843,1013762,1014614,1014321,1013893,1013871,1007500,1013577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010844,1013896,1007508,1014138,1014113,1014137,1013380,1010844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010845,1013913,1011301,1013257,1013879,1013749,1013730,1013258,1013256,1010845,1010846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010846,1013913,1011301,1013257,1013879,1013749,1013730,1013258,1013256,1010845,1010846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010847,1014420,1009710,1014119,1014533,1014413,1014604,1013547,1010847,1014414,1007594,1014602,1007545,1013541,1014410,1014532,1014411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010849,1010849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010908,1010919,1012547,1013802,1013880,1013241,1007348,1013425,1013717,1010908,1013721,1010422,1013451,1013500,1013459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010915,1014023,1014024,1014025,1022230,1013216,1013990,1014084,1014093,1014283,1010915,1007651,1013991,1014086,1014092,1014109,1014022,1013986,1014019,1013989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011302,1011303,1014277,1014276,1011302,1011304,1007573,1014295,1012004,1013470,1011313,1011316,1011309,1013804,1012991,1007429,1007630,1022905,1013595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011303,1011303,1014277,1014276,1014138,1011302,1011304,1007573,1014295,1012004,1011313,1011309,1012991,1007429,1007630,1013804,1013595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011304,1011303,1014277,1014276,1014138,1011302,1011304,1007573,1014295,1012004,1011313,1011309,1012991,1007429,1007630,1013804,1013595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011305,1011305,1013224,1013808,1013568,1014603,1013650,1011306,1013809,1007593,1013353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011306,1011305,1013643,1013568,1007678,1014603,1011306,1013644,1007593,1012700,1013809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011308,1007597,1014007,1012817,1011308,1012810,1013681,1013800,1013335,1010917,1007601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011311,1013572,1014560,1013338,1011311,1014564,1007527,1007389,1013301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011313,1011303,1014277,1014276,1014138,1011302,1011304,1007573,1014295,1012004,1011313,1011309,1012991,1007429,1007630,1013804,1013595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011314,1013629,1011314,1013832,1013833,1014412,1014279,1013759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011316,1013224,1013808,1014276,1011302,1014277,1014295,1007573,1013470,1013650,1011316,1011309,1007607,1013804,1012991,1007429,1007630,1022905,1013595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011330,1009712,1009706,1011330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011331,1013746,1010405,1011331,1013732,1013284,1007652,1013762,1010843,1014614,1014321,1013893,1007653,1013577,1007345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012380,1013460,1013573,1014540,1013417,1012380,1013791,1013416,1013561,1012958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012493,1013458,1013482,1012493,1013736,1007540,1014241,1007572,1012540,1013009,1014275,1013614,1013269,1014316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012540,1013458,1007556,1013482,1012493,1014241,1012540,1013269,1013270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012543,1013498,1012543,1007397,1013494,1007598,1007564,1012544,1014559,1009067,1007399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012544,1013498,1012543,1007397,1013494,1007598,1007564,1012544,1014559,1009067,1007399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012545,1007433,1012545,1007430,1014306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012546,1007396,1012546,1014619,1013456,1013676,1013715,1014569,1014060,1014537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012547,1012547,1013802,1014448,1013731,1013880,1013751,1007617,1013241,1013425,1013717,1010908,1010427,1013721,1012984,1013500,1013459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012549,1013673,1007540,1012549,1013603,1013669,1013009,1013253,1013015,1007549,1013677,1013483,1013273,1013614,1014316,1012834,1014116,1007572,1014275,1014083,1013736,1013008,1007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012696,1007472,1012696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012697,1007471,1013262,1014126,1013969,1013342,1014148,1013967,1012697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012698,1012698,1007368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012699,1014072,1007597,1012817,1014608,1007352,1012810,1013905,1009426,1013681,1012699,1013800,1013335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012700,1013643,1013568,1007678,1012989,1014603,1013630,1011306,1013644,1012700,1007674,1007548,1007665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,1013271,1012831,1013252,1013883,1014270,1014152,1012550,1013620,1014112,1007557,1012701,1013886,1014033,1013668,1014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012797,1013239,1012797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012798,1012798,1013377,1014051,1013236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012799,1013745,1014618,1013238,1012799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012801,1012801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012802,1012802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012803,1012808,1012803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012804,1014017,1014016,1012982,1012804,1013664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012805,1012805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012806,1012806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012808,1012808,1012803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012812,1012812,1007676,1013645,1012987,1012988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012814,1012814,1013605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012818,1013422,1013901,1007502,1012818,1007481,1013725,1014053,1007503,1007488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012819,1007560,1014115,1007568,1007546,1012819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012832,1012832,1013543,1014326,1014150,1014080,1007338,1013544,1014034,1014613,1014161,1014081,1013638,1007522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012833,1012833,1009311,1014318,1013020,1013012,1013013,1013620,1014320,1013014,1013002,1007401,1013668,RW127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012834,1013673,1012549,1013603,1013669,1013276,1013840,1013253,1013015,1007549,1013677,1014338,1014158,1013483,1013273,1012834,1014116,1007572,1007530,1014083,1013008,1007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012949,1012949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012954,1012955,1012954,1009071,1007453,1013697,1007340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012955,1012955,1012954,1009071,1007453,1013697,1007340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012957,1012957,1015693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012958,1013460,1013573,1014540,1013417,1012380,1013791,1013416,1013561,1012958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012972,1012972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012973,1013695,1012973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012974,1013323,1012974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012975,1012975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012976,1012976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012977,1014616,1013240,1013235,1012977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012978,1014014,1013981,1012998,1013979,1014101,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013916,1013917,1013987,1013631,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012979,1013909,1013910,1013916,1013911,1012979,1013926,1013924,1014101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012981,1013746,1013454,1013750,1013797,1013732,1013284,1012981,1010843,1013762,1014614,1014321,1013893,1013871,1007500,1013577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012982,1014017,1013463,1014016,1013661,1012982,1007491,1012804,1013680,1007484,1013664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012985,1012985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012987,1012812,1007676,1013645,1012987,1012988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012988,1012812,1007676,1013645,1012987,1012988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012989,1007678,1012989,1013630,1012700,1013832,1007674,1014279,1013833,1007548,1007665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012990,1013363,1013865,1013386,1013385,1012820,1014291,1012990,1014290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012991,1011303,1014277,1014276,1011302,1011304,1007573,1014295,1012004,1013470,1011313,1011316,1011309,1007607,1013804,1012991,1007429,1007630,1022905,1013595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012992,1012992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012993,1007466,1012993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012994,1007612,1013491,1012994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012995,1012980,1013777,1013214,1013776,1012995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012996,1012996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012998,1014014,1013981,1012998,1013979,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013917,1014131,1013987,1013631,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012999,1012999,1013000,1013651,1013001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013000,1012999,1013000,1013651,1013001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013001,1012999,1013000,1013651,1013001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013002,1007544,1012833,1009311,1014318,1013020,1013012,1013013,1013620,1014320,1013014,1013002,1007401,RW127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013003,1013010,1013628,1012550,1009553,1013545,1013888,1013004,1013271,1007584,1014270,1010842,1013555,1013003,1012831,1014152,1013904,1013330,1013886,1013883,1014114,1014048,1014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013004,1013010,1013628,1012550,1009553,1013545,1013888,1013004,1013271,1007584,1014270,1010842,1013555,1013003,1012831,1014152,1013904,1013330,1013886,1013883,1014114,1014048,1014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013005,1014304,1007563,1013792,1013465,1007565,1013005,1013569,1014039,1014607,1014335,1012830,1013457,1007537,1007571,1013877,1013722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013006,1013465,1007565,1013553,1014563,1014607,1013006,1012830,1014334,1007571,1007523,1014332,1013722,1013877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013007,1014497,1012807,1014036,1013539,1013340,1013268,1013007,1007469,1007335,1013461,1013692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013008,1013673,1007540,1012549,1013603,1013669,1013009,1013253,1013015,1007549,1013677,1013483,1013273,1013614,1014316,1012834,1014116,1007572,1014275,1007530,1014083,1013736,1013008,1007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013009,1013673,1013269,1012493,1013736,1007540,1013483,1012549,1013008,1013669,1007531,1007572,1013009,1014275,1013614,1013015,1014316,1013677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013010,1013003,1013004,1007898,1009280,1007584,1010842,1013010,1013628,1009553,1013904,1014114,1014048,1013555,1013330,1013545,1013888,1014332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013012,1007544,1012833,1009311,1014318,1013020,1013012,1013013,1013620,1014320,1013014,1013002,1007401,RW127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013013,1012833,1009311,1014318,1013020,1013012,1013013,1013620,1014320,1013014,1013002,1007401,1013668,RW127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013014,1012833,1009311,1014318,1013020,1013012,1013013,1013620,1014320,1013014,1013002,1007401,1013668,RW127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013015,1013673,1012549,1013603,1013669,1013009,1013253,1013015,1007549,1013677,1013483,1013273,1013614,1014316,1012834,1014116,1007572,1014275,1007530,1014083,1013736,1013008,1007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013018,1013018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013019,1014350,1014485,1014431,1014474,1014422,1014377,1014435,1014486,1014434,1014554,1014484,1010576,1014423,1014491,1014421,1014300,1014381,1014428,1014483,1014509,1014408,1014472,1014430,1014384,1014429,1014555,1014352,1013019,1014363,1007629,1014556,1007417,1014425,1014470,1014793,1010409,1013837,1014368,1014388,1014385,1014367,1014369,1007622,1014433,1014424,1014492,1014432,1014371,1014494,1014469,,,,,,,,,,,,
1013020,1012833,1009311,1014318,1013020,1013012,1013013,1013620,1014320,1013014,1013002,1007401,1013668,RW127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013021,1013683,1013580,1013686,1013575,1013685,1013026,1013022,1007391,1013021,1013778,1013315,1013278,1013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013022,1013683,1013580,1013686,1013575,1013685,1013026,1013022,1007391,1013021,1013778,1013315,1013278,1013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013023,1013763,1007347,1013731,1013751,1013023,1012984,1007536,1007437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013024,1013754,1010406,1007645,1014296,1013727,1013453,1007496,1013024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013026,1013683,1013580,1013686,1013575,1013685,1013026,1013022,1007391,1013021,1013778,1013315,1013278,1013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013028,1013495,1014282,1014596,1013028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013216,1022230,1014167,1014087,1014109,1014086,1014023,1014098,1014092,1013989,1014088,1014094,1014025,1013474,1010915,1014022,1013986,1014024,1013216,1014093,1014084,1012983,1014283,1014095,1014019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013217,1013215,1013612,1013476,1013217,1012997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013219,1007419,1012947,1013887,1007542,1013920,1013219,1013923,1013915,1013221,1013415,1013895,1007354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013221,1007419,1012947,1013887,1007542,1013920,1013219,1013923,1013915,1013221,1013415,1013895,1007354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013223,1013223,1014606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013224,1011305,1022905,1013224,1013808,1013470,1013650,1011316,1013809,1007593,1007607,1013353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013227,1014542,1013227,1007444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013228,1013228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013229,1013229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013230,1013327,1013326,1013230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013232,1013618,1013232,1013234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013234,1013618,1013232,1013234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013235,1013240,1012977,1013235,1014616,1007631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013236,1012798,1013377,1014051,1013236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013237,1013237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013238,1013745,1014618,1013238,1012799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013239,1013239,1012797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013240,1013240,1012977,1013235,1014616,1007631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013241,1010919,1012547,1013802,1013880,1013241,1013425,1013717,1010908,1010427,1013721,1013451,1013500,1013459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013242,1007336,1013242,1013713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013243,1013243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013244,1013244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013245,1013245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013246,1007452,1013246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
